t,x
0.683627,3.618
0.683903,3.618
0.684181,3.618
0.684458,3.622
0.684734,3.622
0.685011,3.622
0.685289,3.626
0.685565,3.626
0.685842,3.626
0.68612,3.63
0.686396,3.63
0.686673,3.63
0.68695,3.634
0.687226,3.634
0.687504,3.634
0.687781,3.638
0.688057,3.638
0.688335,3.638
0.688612,3.642
0.688888,3.642
0.689166,3.642
0.689443,3.646
0.689719,3.646
0.689997,3.646
0.690274,3.65
0.69055,3.65
0.690828,3.65
0.691105,3.654
0.691381,3.654
0.691659,3.654
0.691936,3.658
0.692212,3.658
0.69249,3.658
0.692767,3.662
0.693043,3.662
0.693321,3.662
0.693598,3.666
0.693875,3.666
0.694152,3.666
0.69443,3.67
0.694706,3.67
0.694983,3.67
0.695261,3.674
0.695537,3.674
0.695815,3.674
0.696092,3.678
0.696368,3.678
0.696646,3.678
0.696923,3.682
0.6972,3.682
0.697477,3.682
0.697755,3.686
0.698031,3.686
0.698309,3.686
0.698586,3.69
0.698862,3.69
0.69914,3.69
0.699418,3.694
0.699694,3.694
0.699971,3.694
0.700249,3.698
0.700525,3.698
0.700803,3.698
0.701081,3.702
0.701357,3.702
0.701634,3.702
0.701912,3.706
0.702188,3.706
0.702466,3.706
0.702744,3.71
0.70302,3.71
0.703298,3.71
0.703575,3.714
0.703852,3.714
0.704129,3.714
0.704407,3.718
0.704683,3.718
0.704961,3.718
0.705239,3.722
0.705515,3.722
0.705793,3.722
0.706071,3.726
0.706347,3.726
0.706625,3.726
0.706902,3.73
0.707179,3.73
0.707456,3.73
0.707734,3.734
0.708011,3.734
0.708288,3.734
0.708566,3.738
0.708842,3.738
0.70912,3.738
0.709398,3.742
0.709674,3.742
0.709952,3.742
0.71023,3.746
0.710506,3.746
0.710784,3.746
0.711062,3.75
0.711338,3.75
0.711616,3.75
0.711894,3.754
0.71217,3.754
0.712448,3.754
0.712726,3.758
0.713003,3.758
0.71328,3.758
0.713558,3.762
0.713835,3.762
0.714113,3.762
0.71439,3.766
0.714667,3.766
0.714945,3.766
0.715223,3.77
0.715499,3.77
0.715777,3.77
0.716055,3.774
0.716331,3.774
0.716609,3.774
0.716887,3.778
0.717164,3.778
0.717442,3.778
0.717719,3.782
0.717996,3.782
0.718274,3.782
0.718552,3.786
0.718828,3.786
0.719106,3.786
0.719384,3.79
0.719661,3.79
0.719939,3.79
0.720217,3.794
0.720493,3.794
0.720771,3.794
0.721049,3.798
0.721326,3.798
0.721604,3.798
0.721882,3.802
0.722158,3.802
0.722436,3.802
0.722714,3.806
0.722991,3.806
0.723269,3.806
0.723547,3.81
0.723824,3.81
0.724102,3.81
0.72438,3.814
0.724656,3.814
0.724934,3.814
0.725212,3.818
0.725489,3.818
0.725767,3.818
0.726045,3.822
0.726322,3.822
0.7266,3.822
0.726878,3.826
0.727154,3.826
0.727433,3.826
0.727711,3.83
0.727987,3.83
0.728265,3.83
0.728543,3.834
0.72882,3.834
0.729098,3.834
0.729376,3.838
0.729653,3.838
0.729931,3.838
0.730209,3.842
0.730486,3.842
0.730764,3.842
0.731042,3.846
0.731319,3.846
0.731597,3.846
0.731875,3.85
0.732152,3.85
0.73243,3.85
0.732708,3.854
0.732985,3.854
0.733263,3.854
0.733541,3.858
0.733818,3.858
0.734096,3.858
0.734375,3.862
0.734651,3.862
0.73493,3.862
0.735208,3.866
0.735485,3.866
0.735763,3.866
0.736041,3.87
0.736318,3.87
0.736596,3.87
0.736874,3.874
0.737151,3.874
0.737429,3.874
0.737708,3.878
0.737984,3.878
0.738263,3.878
0.738541,3.882
0.738818,3.882
0.739096,3.882
0.739374,3.886
0.739651,3.886
0.739929,3.886
0.740208,3.89
0.740484,3.89
0.740763,3.89
0.741041,3.894
0.741318,3.894
0.741596,3.894
0.741875,3.898
0.742151,3.898
0.74243,3.898
0.742708,3.902
0.742985,3.902
0.743263,3.902
0.743542,3.906
0.743819,3.906
0.744097,3.906
0.744375,3.91
0.744652,3.91
0.744931,3.91
0.745209,3.914
0.745486,3.914
0.745764,3.914
0.746043,3.918
0.74632,3.918
0.746598,3.918
0.746876,3.922
0.747153,3.922
0.747432,3.922
0.74771,3.926
0.747987,3.926
0.748266,3.926
0.748544,3.93
0.748821,3.93
0.749099,3.93
0.749378,3.934
0.749655,3.934
0.749933,3.934
0.750212,3.938
0.750489,3.938
0.750767,3.938
0.751046,3.942
0.751323,3.942
0.751601,3.942
0.751879,3.946
0.752157,3.946
0.752435,3.946
0.752713,3.95
0.752991,3.95
0.753269,3.95
0.753548,3.954
0.753825,3.954
0.754103,3.954
0.754382,3.958
0.754659,3.958
0.754937,3.958
0.755216,3.962
0.755493,3.962
0.755771,3.962
0.75605,3.966
0.756327,3.966
0.756606,3.966
0.756884,3.97
0.757161,3.97
0.75744,3.97
0.757718,3.974
0.757995,3.974
0.758274,3.974
0.758553,3.978
0.75883,3.978
0.759108,3.978
0.759387,3.982
0.759664,3.982
0.759943,3.982
0.760221,3.986
0.760498,3.986
0.760777,3.986
0.761056,3.99
0.761333,3.99
0.761611,3.99
0.76189,3.994
0.762167,3.994
0.762446,3.994
0.762724,3.998
0.763002,3.998
0.76328,3.998
0.763559,4.002
0.763836,4.002
0.764115,4.002
0.764393,4.006
0.764671,4.006
0.76495,4.006
0.765228,4.01
0.765505,4.01
0.765784,4.01
0.766063,4.014
0.76634,4.014
0.766619,4.014
0.766897,4.018
0.767175,4.018
0.767454,4.018
0.767732,4.022
0.768009,4.022
0.768288,4.022
0.768567,4.026
0.768844,4.026
0.769123,4.026
0.769402,4.03
0.769679,4.03
0.769958,4.03
0.770237,4.034
0.770514,4.034
0.770793,4.034
0.771071,4.038
0.771349,4.038
0.771628,4.038
0.771906,4.042
0.772184,4.042
0.772463,4.042
0.772741,4.046
0.773019,4.046
0.773298,4.046
0.773576,4.05
0.773854,4.05
0.774133,4.05
0.774412,4.054
0.774689,4.054
0.774968,4.054
0.775247,4.058
0.775524,4.058
0.775803,4.058
0.776082,4.062
0.776359,4.062
0.776638,4.062
0.776917,4.066
0.777195,4.066
0.777474,4.066
0.777752,4.07
0.77803,4.07
0.778309,4.07
0.778588,4.074
0.778865,4.074
0.779144,4.074
0.779423,4.078
0.7797,4.078
0.77998,4.078
0.780258,4.082
0.780536,4.082
0.780815,4.082
0.781094,4.086
0.781371,4.086
0.781651,4.086
0.781929,4.09
0.782207,4.09
0.782486,4.09
0.782765,4.094
0.783042,4.094
0.783322,4.094
0.7836,4.098
0.783878,4.098
0.784157,4.098
0.784436,4.102
0.784713,4.102
0.784993,4.102
0.785271,4.106
0.785549,4.106
0.785828,4.106
0.786107,4.11
0.786385,4.11
0.786664,4.11
0.786943,4.114
0.78722,4.114
0.7875,4.114
0.787779,4.118
0.788056,4.118
0.788336,4.118
0.788614,4.122
0.788892,4.122
0.789171,4.122
0.78945,4.126
0.789728,4.126
0.790007,4.126
0.790286,4.13
0.790564,4.13
0.790843,4.13
0.791122,4.134
0.7914,4.134
0.791679,4.134
0.791958,4.138
0.792236,4.138
0.792515,4.138
0.792794,4.142
0.793072,4.142
0.793351,4.142
0.79363,4.146
0.793908,4.146
0.794187,4.146
0.794466,4.15
0.794744,4.15
0.795023,4.15
0.795302,4.154
0.79558,4.154
0.79586,4.154
0.796138,4.158
0.796416,4.158
0.796696,4.158
0.796975,4.162
0.797252,4.162
0.797532,4.162
0.797811,4.166
0.798089,4.166
0.798368,4.166
0.798647,4.17
0.798925,4.17
0.799205,4.17
0.799483,4.174
0.799761,4.174
0.800041,4.174
0.80032,4.178
0.800598,4.178
0.800877,4.178
0.801156,4.182
0.801434,4.182
0.801714,4.182
0.801993,4.186
0.80227,4.186
0.80255,4.186
0.802829,4.19
0.803107,4.19
0.803387,4.19
0.803666,4.194
0.803943,4.194
0.804223,4.194
0.804502,4.198
0.80478,4.198
0.80506,4.198
0.805339,4.202
0.805617,4.202
0.805897,4.202
0.806175,4.206
0.806453,4.206
0.806733,4.206
0.807012,4.21
0.80729,4.21
0.80757,4.21
0.807849,4.214
0.808127,4.214
0.808407,4.214
0.808686,4.218
0.808964,4.218
0.809244,4.218
0.809522,4.222
0.8098,4.222
0.81008,4.222
0.810359,4.226
0.810637,4.226
0.810917,4.226
0.811196,4.23
0.811474,4.23
0.811754,4.23
0.812033,4.234
0.812311,4.234
0.812591,4.234
0.81287,4.238
0.813148,4.238
0.813428,4.238
0.813707,4.242
0.813985,4.242
0.814265,4.242
0.814544,4.246
0.814822,4.246
0.815102,4.246
0.815381,4.25
0.815659,4.25
0.815939,4.25
0.816218,4.254
0.816497,4.254
0.816777,4.254
0.817056,4.258
0.817334,4.258
0.817614,4.258
0.817893,4.262
0.818171,4.262
0.818451,4.262
0.81873,4.266
0.819008,4.266
0.819289,4.266
0.819567,4.27
0.819846,4.27
0.820126,4.27
0.820405,4.274
0.820683,4.274
0.820963,4.274
0.821242,4.278
0.821521,4.278
0.821801,4.278
0.82208,4.282
0.822358,4.282
0.822638,4.282
0.822917,4.286
0.823196,4.286
0.823476,4.286
0.823755,4.29
0.824033,4.29
0.824313,4.29
0.824592,4.294
0.824871,4.294
0.825151,4.294
0.82543,4.298
0.825708,4.298
0.825989,4.298
0.826268,4.302
0.826546,4.302
0.826826,4.302
0.827105,4.306
0.827384,4.306
0.827664,4.306
0.827943,4.31
0.828222,4.31
0.828502,4.31
0.828781,4.314
0.829059,4.314
0.82934,4.314
0.829619,4.318
0.829897,4.318
0.830178,4.318
0.830457,4.322
0.830735,4.322
0.831016,4.326
0.831295,4.326
0.831573,4.326
0.831854,4.33
0.832133,4.33
0.832411,4.33
0.832692,4.334
0.832971,4.334
0.833249,4.334
0.83353,4.338
0.833809,4.338
0.834087,4.338
0.834368,4.342
0.834647,4.342
0.834926,4.342
0.835206,4.346
0.835485,4.346
0.835764,4.346
0.836044,4.35
0.836324,4.35
0.836602,4.35
0.836883,4.354
0.837162,4.354
0.83744,4.354
0.837721,4.358
0.838,4.358
0.838279,4.358
0.838559,4.362
0.838839,4.362
0.839117,4.362
0.839398,4.366
0.839677,4.366
0.839956,4.366
0.840236,4.37
0.840516,4.37
0.840794,4.37
0.841075,4.374
0.841354,4.374
0.841633,4.374
0.841914,4.378
0.842193,4.378
0.842471,4.378
0.842752,4.382
0.843031,4.382
0.84331,4.382
0.843591,4.386
0.84387,4.386
0.844149,4.386
0.84443,4.39
0.844709,4.39
0.844988,4.39
0.845268,4.394
0.845548,4.394
0.845826,4.394
0.846107,4.398
0.846386,4.398
0.846665,4.398
0.846946,4.402
0.847225,4.402
0.847504,4.402
0.847785,4.406
0.848064,4.406
0.848343,4.406
0.848624,4.41
0.848903,4.41
0.849182,4.41
0.849463,4.414
0.849742,4.414
0.850021,4.414
0.850302,4.418
0.850581,4.418
0.85086,4.418
0.851141,4.422
0.851421,4.422
0.8517,4.422
0.851981,4.426
0.85226,4.426
0.852539,4.426
0.85282,4.43
0.853099,4.43
0.853378,4.43
0.853659,4.434
0.853938,4.434
0.854217,4.434
0.854499,4.438
0.854778,4.438
0.855057,4.438
0.855338,4.442
0.855617,4.442
0.855896,4.442
0.856178,4.446
0.856457,4.446
0.856736,4.446
0.857017,4.45
0.857296,4.45
0.857575,4.45
0.857857,4.454
0.858136,4.454
0.858415,4.454
0.858696,4.458
0.858976,4.458
0.859255,4.458
0.859536,4.462
0.859815,4.462
0.860095,4.462
0.860376,4.466
0.860655,4.466
0.860934,4.466
0.861216,4.47
0.861495,4.47
0.861774,4.47
0.862056,4.474
0.862335,4.474
0.862614,4.474
0.862895,4.478
0.863175,4.478
0.863454,4.478
0.863735,4.482
0.864015,4.482
0.864294,4.482
0.864575,4.486
0.864855,4.486
0.865134,4.486
0.865415,4.49
0.865695,4.49
0.865974,4.49
0.866256,4.494
0.866535,4.494
0.866814,4.494
0.867096,4.498
0.867375,4.498
0.867654,4.498
0.867936,4.502
0.868215,4.502
0.868495,4.502
0.868776,4.506
0.869056,4.506
0.869335,4.506
0.869616,4.51
0.869896,4.51
0.870175,4.51
0.870457,4.514
0.870736,4.514
0.871016,4.514
0.871297,4.518
0.871577,4.518
0.871856,4.518
0.872138,4.522
0.872417,4.522
0.872696,4.522
0.872978,4.526
0.873257,4.526
0.873537,4.526
0.873819,4.53
0.874098,4.53
0.874377,4.53
0.874659,4.534
0.874939,4.534
0.875218,4.534
0.8755,4.538
0.875779,4.538
0.876059,4.538
0.87634,4.542
0.87662,4.542
0.876899,4.542
0.877181,4.546
0.87746,4.546
0.87774,4.546
0.878022,4.55
0.878301,4.55
0.878581,4.55
0.878862,4.554
0.879142,4.554
0.879421,4.554
0.879703,4.558
0.879983,4.558
0.880262,4.558
0.880544,4.562
0.880823,4.562
0.881103,4.562
0.881385,4.566
0.881664,4.566
0.881944,4.566
0.882226,4.57
0.882505,4.57
0.882785,4.57
0.883067,4.574
0.883346,4.574
0.883625,4.574
0.883907,4.578
0.884187,4.578
0.884466,4.578
0.884748,4.582
0.885027,4.582
0.885307,4.582
0.885589,4.586
0.885868,4.586
0.886148,4.586
0.88643,4.59
0.886709,4.59
0.886988,4.59
0.88727,4.594
0.887549,4.594
0.887829,4.594
0.888111,4.598
0.88839,4.598
0.88867,4.598
0.888951,4.602
0.889231,4.602
0.88951,4.602
0.889792,4.606
0.890071,4.606
0.890351,4.606
0.890632,4.61
0.890911,4.61
0.891191,4.61
0.891473,4.614
0.891752,4.614
0.892031,4.614
0.892313,4.618
0.892592,4.618
0.892872,4.618
0.893153,4.622
0.893433,4.622
0.893712,4.622
0.893994,4.626
0.894273,4.626
0.894552,4.626
0.894834,4.63
0.895113,4.63
0.895393,4.63
0.895674,4.634
0.895953,4.634
0.896233,4.634
0.896514,4.638
0.896793,4.638
0.897073,4.638
0.897355,4.642
0.897634,4.642
0.897913,4.642
0.898195,4.646
0.898474,4.646
0.898753,4.646
0.899035,4.65
0.899314,4.65
0.899593,4.65
0.899875,4.654
0.900154,4.654
0.900433,4.654
0.900715,4.658
0.900994,4.658
0.901273,4.658
0.901555,4.662
0.901834,4.662
0.902113,4.662
0.902395,4.666
0.902674,4.666
0.902953,4.666
0.903235,4.67
0.903514,4.67
0.903793,4.67
0.904075,4.674
0.904354,4.674
0.904633,4.674
0.904915,4.678
0.905194,4.678
0.905473,4.678
0.905755,4.682
0.906034,4.682
0.906313,4.682
0.906594,4.686
0.906873,4.686
0.907153,4.686
0.907434,4.69
0.907713,4.69
0.907993,4.69
0.908274,4.694
0.908553,4.694
0.908833,4.694
0.909114,4.698
0.909393,4.698
0.909673,4.698
0.909954,4.702
0.910233,4.702
0.910512,4.702
0.910794,4.706
0.911073,4.706
0.911352,4.706
0.911633,4.71
0.911912,4.71
0.912192,4.71
0.912473,4.714
0.912752,4.714
0.913032,4.714
0.913313,4.718
0.913592,4.718
0.913872,4.718
0.914153,4.722
0.914432,4.722
0.914711,4.722
0.914993,4.726
0.915272,4.726
0.915551,4.726
0.915832,4.73
0.916111,4.73
0.916391,4.73
0.916672,4.734
0.916951,4.734
0.917231,4.734
0.917512,4.738
0.917791,4.738
0.91807,4.738
0.918352,4.742
0.918631,4.742
0.91891,4.742
0.919192,4.746
0.919471,4.746
0.91975,4.746
0.920031,4.75
0.92031,4.75
0.92059,4.75
0.920871,4.754
0.92115,4.754
0.92143,4.754
0.921711,4.758
0.92199,4.758
0.922269,4.758
0.922551,4.762
0.92283,4.762
0.923109,4.762
0.92339,4.766
0.923669,4.766
0.923949,4.766
0.92423,4.77
0.924509,4.77
0.924789,4.77
0.92507,4.774
0.925349,4.774
0.925629,4.774
0.92591,4.778
0.926189,4.778
0.926468,4.778
0.92675,4.782
0.927029,4.782
0.927308,4.782
0.927589,4.786
0.927868,4.786
0.928148,4.786
0.928429,4.79
0.928708,4.79
0.928988,4.79
0.929269,4.794
0.929548,4.794
0.929828,4.794
0.930109,4.798
0.930388,4.798
0.930667,4.798
0.930949,4.802
0.931228,4.802
0.931507,4.802
0.931789,4.806
0.932067,4.806
0.932347,4.806
0.932628,4.81
0.932907,4.81
0.933187,4.81
0.933468,4.814
0.933747,4.814
0.934027,4.814
0.934308,4.818
0.934587,4.818
0.934867,4.818
0.935148,4.822
0.935427,4.822
0.935707,4.822
0.935988,4.826
0.936267,4.826
0.936546,4.826
0.936828,4.83
0.937107,4.83
0.937386,4.83
0.937668,4.834
0.937947,4.834
0.938226,4.834
0.938508,4.838
0.938787,4.838
0.939066,4.838
0.939347,4.842
0.939626,4.842
0.939906,4.842
0.940187,4.846
0.940466,4.846
0.940746,4.846
0.941027,4.85
0.941306,4.85
0.941586,4.85
0.941867,4.854
0.942146,4.854
0.942426,4.854
0.942707,4.858
0.942986,4.858
0.943266,4.858
0.943547,4.862
0.943826,4.862
0.944106,4.862
0.944387,4.866
0.944666,4.866
0.944946,4.866
0.945227,4.87
0.945506,4.87
0.945786,4.87
0.946067,4.874
0.946346,4.874
0.946626,4.874
0.946907,4.878
0.947186,4.878
0.947466,4.878
0.947747,4.882
0.948027,4.882
0.948306,4.882
0.948588,4.886
0.948867,4.886
0.949146,4.886
0.949428,4.89
0.949707,4.89
0.949986,4.89
0.950268,4.894
0.950547,4.894
0.950826,4.894
0.951108,4.898
0.951387,4.898
0.951667,4.898
0.951948,4.902
0.952227,4.902
0.952507,4.902
0.952788,4.906
0.953067,4.906
0.953347,4.906
0.953628,4.91
0.953907,4.91
0.954187,4.91
0.954468,4.914
0.954747,4.914
0.955027,4.914
0.955309,4.918
0.955588,4.918
0.955867,4.918
0.956149,4.922
0.956428,4.922
0.956708,4.922
0.956989,4.926
0.957268,4.926
0.957548,4.926
0.957829,4.93
0.958108,4.93
0.958388,4.93
0.958669,4.934
0.958948,4.934
0.959228,4.934
0.959509,4.938
0.959789,4.938
0.960068,4.938
0.96035,4.942
0.960629,4.942
0.960909,4.942
0.96119,4.946
0.961469,4.946
0.961749,4.946
0.96203,4.95
0.962309,4.95
0.962589,4.95
0.962871,4.954
0.96315,4.954
0.963429,4.954
0.963711,4.958
0.96399,4.958
0.96427,4.958
0.964551,4.962
0.96483,4.962
0.96511,4.962
0.965391,4.966
0.965671,4.966
0.96595,4.966
0.966232,4.97
0.966511,4.97
0.966791,4.97
0.967072,4.974
0.967351,4.974
0.967631,4.974
0.967912,4.978
0.968192,4.978
0.968471,4.978
0.968753,4.982
0.969032,4.982
0.969312,4.982
0.969593,4.986
0.969872,4.986
0.970152,4.986
0.970434,4.99
0.970713,4.99
0.970993,4.99
0.971274,4.994
0.971553,4.994
0.971833,4.994
0.972115,4.998
0.972394,4.998
0.972674,4.998
0.972955,5.002
0.973234,5.002
0.973514,5.002
0.973795,5.006
0.974075,5.006
0.974355,5.006
0.974636,5.01
0.974915,5.01
0.975195,5.01
0.975476,5.014
0.975756,5.014
0.976036,5.014
0.976317,5.018
0.976596,5.018
0.976876,5.018
0.977158,5.022
0.977437,5.022
0.977717,5.022
0.977998,5.026
0.978277,5.026
0.978557,5.026
0.978839,5.03
0.979118,5.03
0.979398,5.03
0.979679,5.034
0.979958,5.034
0.980238,5.034
0.98052,5.038
0.980799,5.038
0.981079,5.038
0.98136,5.042
0.98164,5.042
0.98192,5.042
0.982201,5.046
0.98248,5.046
0.98276,5.046
0.983042,5.05
0.983321,5.05
0.983601,5.05
0.983882,5.054
0.984162,5.054
0.984442,5.054
0.984723,5.058
0.985002,5.058
0.985282,5.058
0.985564,5.062
0.985843,5.062
0.986123,5.062
0.986405,5.066
0.986684,5.066
0.986964,5.066
0.987245,5.07
0.987525,5.07
0.987805,5.07
0.988086,5.074
0.988365,5.074
0.988645,5.074
0.988927,5.078
0.989206,5.078
0.989486,5.078
0.989768,5.082
0.990047,5.082
0.990327,5.082
0.990608,5.086
0.990888,5.086
0.991168,5.086
0.991449,5.09
0.991729,5.09
0.992009,5.09
0.99229,5.094
0.992569,5.094
0.992849,5.094
0.993131,5.098
0.99341,5.098
0.99369,5.098
0.993972,5.102
0.994251,5.102
0.994531,5.102
0.994813,5.106
0.995092,5.106
0.995372,5.106
0.995654,5.11
0.995933,5.11
0.996213,5.11
0.996495,5.114
0.996774,5.114
0.997054,5.114
0.997336,5.118
0.997615,5.118
0.997895,5.118
0.998177,5.122
0.998456,5.122
0.998736,5.122
0.999018,5.126
0.999297,5.126
0.999577,5.126
0.999859,5.13
1.00014,5.13
1.00042,5.13
1.0007,5.134
1.00098,5.134
1.00126,5.134
1.00154,5.138
1.00182,5.138
1.0021,5.138
1.00238,5.142
1.00266,5.142
1.00294,5.142
1.00322,5.146
1.0035,5.146
1.00378,5.146
1.00406,5.15
1.00434,5.15
1.00462,5.15
1.0049,5.154
1.00518,5.154
1.00546,5.154
1.00575,5.158
1.00603,5.158
1.00631,5.158
1.00659,5.162
1.00687,5.162
1.00715,5.162
1.00743,5.166
1.00771,5.166
1.00799,5.166
1.00827,5.17
1.00855,5.17
1.00883,5.17
1.00911,5.174
1.00939,5.174
1.00967,5.174
1.00995,5.178
1.01023,5.178
1.01051,5.178
1.01079,5.182
1.01107,5.182
1.01135,5.182
1.01163,5.186
1.01191,5.186
1.01219,5.186
1.01248,5.19
1.01276,5.19
1.01304,5.19
1.01332,5.194
1.0136,5.194
1.01388,5.194
1.01416,5.198
1.01444,5.198
1.01472,5.198
1.015,5.202
1.01528,5.202
1.01556,5.202
1.01584,5.206
1.01612,5.206
1.0164,5.206
1.01668,5.21
1.01696,5.21
1.01724,5.21
1.01752,5.214
1.0178,5.214
1.01808,5.214
1.01837,5.218
1.01864,5.218
1.01892,5.218
1.01921,5.222
1.01949,5.222
1.01977,5.222
1.02005,5.226
1.02033,5.226
1.02061,5.226
1.02089,5.23
1.02117,5.23
1.02145,5.23
1.02173,5.234
1.02201,5.234
1.02229,5.234
1.02257,5.238
1.02285,5.238
1.02313,5.238
1.02341,5.242
1.02369,5.242
1.02397,5.242
1.02426,5.246
1.02453,5.246
1.02482,5.246
1.0251,5.25
1.02538,5.25
1.02566,5.25
1.02594,5.254
1.02622,5.254
1.0265,5.254
1.02678,5.258
1.02706,5.258
1.02734,5.258
1.02762,5.262
1.0279,5.262
1.02818,5.262
1.02846,5.266
1.02874,5.266
1.02902,5.266
1.0293,5.27
1.02958,5.27
1.02986,5.27
1.03015,5.274
1.03043,5.274
1.03071,5.274
1.03099,5.278
1.03127,5.278
1.03155,5.278
1.03183,5.282
1.03211,5.282
1.03239,5.282
1.03267,5.286
1.03295,5.286
1.03323,5.286
1.03351,5.29
1.03379,5.29
1.03407,5.29
1.03435,5.294
1.03463,5.294
1.03491,5.294
1.0352,5.298
1.03548,5.298
1.03576,5.298
1.03604,5.302
1.03632,5.302
1.0366,5.302
1.03688,5.306
1.03716,5.306
1.03744,5.306
1.03772,5.31
1.038,5.31
1.03828,5.31
1.03856,5.314
1.03884,5.314
1.03912,5.314
1.03941,5.318
1.03968,5.318
1.03997,5.318
1.04025,5.322
1.04053,5.322
1.04081,5.322
1.04109,5.326
1.04137,5.326
1.04165,5.326
1.04193,5.33
1.04221,5.33
1.04249,5.33
1.04277,5.334
1.04305,5.334
1.04333,5.334
1.04361,5.338
1.04389,5.338
1.04417,5.338
1.04446,5.342
1.04474,5.342
1.04502,5.342
1.0453,5.346
1.04558,5.346
1.04586,5.346
1.04614,5.35
1.04642,5.35
1.0467,5.35
1.04698,5.354
1.04726,5.354
1.04754,5.354
1.04782,5.358
1.0481,5.358
1.04838,5.358
1.04867,5.362
1.04895,5.362
1.04923,5.362
1.04951,5.366
1.04979,5.366
1.05007,5.366
1.05035,5.37
1.05063,5.37
1.05091,5.37
1.05119,5.374
1.05147,5.374
1.05175,5.374
1.05203,5.378
1.05231,5.378
1.05259,5.378
1.05288,5.382
1.05316,5.382
1.05344,5.382
1.05372,5.386
1.054,5.386
1.05428,5.386
1.05456,5.39
1.05484,5.39
1.05512,5.39
1.0554,5.394
1.05568,5.394
1.05596,5.394
1.05624,5.398
1.05652,5.398
1.0568,5.398
1.05709,5.402
1.05737,5.402
1.05765,5.402
1.05793,5.406
1.05821,5.406
1.05849,5.406
1.05877,5.41
1.05905,5.41
1.05933,5.41
1.05961,5.414
1.05989,5.414
1.06017,5.414
1.06046,5.418
1.06073,5.418
1.06102,5.418
1.0613,5.422
1.06158,5.422
1.06186,5.422
1.06214,5.426
1.06242,5.426
1.0627,5.426
1.06298,5.43
1.06326,5.43
1.06354,5.43
1.06382,5.434
1.0641,5.434
1.06438,5.434
1.06467,5.438
1.06495,5.438
1.06523,5.438
1.06551,5.442
1.06579,5.442
1.06607,5.442
1.06635,5.446
1.06663,5.446
1.06691,5.446
1.06719,5.45
1.06747,5.45
1.06775,5.45
1.06804,5.454
1.06832,5.454
1.0686,5.454
1.06888,5.458
1.06916,5.458
1.06944,5.458
1.06972,5.462
1.07,5.462
1.07028,5.462
1.07056,5.466
1.07084,5.466
1.07112,5.466
1.07141,5.47
1.07168,5.47
1.07197,5.47
1.07225,5.474
1.07253,5.474
1.07281,5.474
1.07309,5.478
1.07337,5.478
1.07365,5.478
1.07393,5.482
1.07421,5.482
1.07449,5.482
1.07477,5.486
1.07505,5.486
1.07534,5.486
1.07562,5.49
1.0759,5.49
1.07618,5.49
1.07646,5.494
1.07674,5.494
1.07702,5.494
1.0773,5.498
1.07758,5.498
1.07786,5.498
1.07814,5.502
